MOVIEID,drama,romance,thriller,comedy,sci-fi,adventure,animation,children,imax,musical,action,mystery,crime,war,western,fantasy,horror,documentary,film-noir,no_genre
121079,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
123149,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
123077,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
205745,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137865,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122613,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110744,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157234,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
72363,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
95830,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
109229,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
182821,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
113757,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
192087,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
184403,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
123852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
118800,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
86077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
117458,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92843,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
123145,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
196489,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2469,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7647,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2872,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1566,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2394,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
671,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3169,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
937,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4200,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4047,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
174,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
828,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1937,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6345,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3678,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1351,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69131,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
31422,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8453,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39931,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105616,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
191327,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1516,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3008,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5867,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3577,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4631,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4708,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5770,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1925,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
5825,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
133939,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3778,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6416,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7205,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7946,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6859,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
188679,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
69007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
117728,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6313,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5862,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1715,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4671,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80572,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118330,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
173527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27571,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38164,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53887,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
58850,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1118,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0
9002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4656,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115341,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
58007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
189945,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
120319,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7242,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
123326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
101938,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
81684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33555,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8682,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120096,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
53851,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
133800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54220,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106371,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
123229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36816,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
152511,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
113648,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
123596,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
131788,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
138582,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
146690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
161014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
156048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
201432,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95652,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
97940,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
203126,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147256,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
91253,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
150798,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153242,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
107636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
157538,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
194416,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
179861,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
110564,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
120242,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204110,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
204236,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
131182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
143946,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
161526,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
166976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
163050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
183133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
195309,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98613,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99210,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
108564,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
122045,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
92200,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
77336,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
131391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
183587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
132636,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
123737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2802,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3250,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
784,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1407,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1962,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3801,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1604,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1655,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2027,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1805,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1804,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
92,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
143245,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2829,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2088,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
423,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3441,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
96567,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5606,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
8808,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3194,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5935,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4815,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3957,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
40826,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6521,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1812,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5779,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3329,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5113,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6657,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6039,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30994,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41769,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7896,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26231,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6388,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
48591,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
6984,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7257,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4627,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96962,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85987,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41025,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132688,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123109,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26842,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8891,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26414,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8792,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4777,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2039,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3343,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92522,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60745,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
59184,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
198855,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27147,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
111789,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26698,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
97256,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1742,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
103008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26703,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171899,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129522,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
122433,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
92641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
86536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
83437,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141283,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26050,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
59154,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
130107,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
93907,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112554,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185361,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
135937,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32156,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157170,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
207039,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100467,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
178487,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
149564,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
106346,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8594,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47606,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
114271,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
151214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33092,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96710,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135559,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
81453,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
196195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
154971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
155959,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177999,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
144035,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149554,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
128025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
122601,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
199251,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103186,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
181703,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122619,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
119796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
127335,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
130288,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
142582,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
84680,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96925,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102606,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113184,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
67876,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
98376,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158256,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
121442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
160998,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
113953,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122197,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2798,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8532,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2871,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1240,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4366,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1034,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
489,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2528,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1726,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6303,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4710,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
49130,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1556,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
71302,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7080,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
109483,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6645,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2337,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
921,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1554,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5899,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
3405,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5198,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1837,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8208,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132977,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
245,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7771,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1445,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5363,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4189,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30850,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5111,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26303,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8377,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5705,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
