"MOVIEID","DRAMA","ROMANCE","THRILLER","COMEDY","SCI_FI","ADVENTURE","ANIMATION","CHILDREN","IMAX","MUSICAL","ACTION","MYSTERY","CRIME","WAR","WESTERN","FANTASY","HORROR","DOCUMENTARY","FILM_NOIR","NO_GENRE"
41,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
49,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
3100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3700,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
110,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
151,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
175,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
215,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
261,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
263,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
279,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
385,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
483,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
523,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
529,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
534,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
553,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
590,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
594,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
613,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
685,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
715,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
893,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
897,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
902,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
912,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
917,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
920,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
922,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
923,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
924,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
932,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
943,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
944,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
948,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
949,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
953,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
954,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
959,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
966,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
971,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
982,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
991,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1019,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1046,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1051,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1059,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1082,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1085,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1090,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1095,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1096,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1097,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1099,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1177,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1178,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1183,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1187,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1193,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1204,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1207,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1208,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1224,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1225,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1226,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1228,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1242,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1246,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1250,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1254,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1259,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1262,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1263,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1272,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1276,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1283,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1286,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1287,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1290,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1293,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1295,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1296,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1298,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1299,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1301,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1302,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1303,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1305,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1312,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1340,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1357,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1358,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1365,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1384,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1393,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1397,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1401,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1412,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1413,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1419,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1423,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1437,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1465,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1554,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1633,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1635,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1643,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1670,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1672,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1678,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1680,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1683,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1684,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1719,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1730,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1788,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1846,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1880,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1897,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1913,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1925,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1927,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1929,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1931,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1933,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1935,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1936,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1938,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1939,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1940,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1941,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1942,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1944,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1946,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1947,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1949,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1950,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1951,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1952,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1954,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1955,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1956,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1957,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2028,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2067,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2069,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2070,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2117,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2138,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
2139,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2202,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2237,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2284,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2285,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2291,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2303,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2305,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2310,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2348,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2358,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2434,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2437,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2442,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2481,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2529,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2565,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2570,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2607,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2610,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2611,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2612,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2620,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2627,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2648,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2654,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2662,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2682,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2686,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2725,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2728,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2729,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2730,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2739,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2745,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2757,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2761,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2762,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2820,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2847,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2848,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2852,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2858,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2866,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2904,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2908,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2919,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2927,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2929,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2932,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2940,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2944,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2971,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2988,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3008,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3020,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3038,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3047,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3062,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
3066,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
3068,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3069,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3075,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3095,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3098,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3105,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3121,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3143,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3160,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3168,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3171,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3178,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3186,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3192,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3196,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3217,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3221,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3223,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3252,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3260,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3271,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3295,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3329,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3330,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3342,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3350,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3365,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3371,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3379,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3405,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3406,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
3408,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3424,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3447,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3451,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3467,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3468,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3469,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
